,name,address,city,state,postal_code,stars,review_count,is_open,categories
92152,Spark Performance & Physiotherapy,"6056 E Baseline Rd, Ste 147",Mesa,AZ,85206,5.0,7,1,"Active Life, Physical Therapy, Fitness & Instruction, Trainers, Health & Medical"
92193,CrossFit Cabarrus,"233 Country Club Dr, Ste 101",Concord,NC,28025,5.0,3,1,"Fitness & Instruction, Trainers, Active Life, Cardio Classes, Gyms"
92208,Crossfit Blur,7740 E Evans Dr,Scottsdale,AZ,85260,4.5,12,1,"Interval Training Gyms, Trainers, Fitness & Instruction, Gyms, Active Life"
92236,Fit4Less,235-700 Lawrence Ave W,North York,ON,M6A 3B4,3.5,18,1,"Fitness & Instruction, Active Life, Gyms, Sports Clubs, Trainers"
92306,JIWA,,Las Vegas,NV,89103,5.0,3,1,"Alternative Medicine, Health & Medical, Active Life, Reiki, Fitness & Instruction, Meditation Centers"
92338,Vivo,11950 Country Village Link NE,Calgary,AB,T3K 6E3,3.0,23,1,"Active Life, Gyms, Swimming Pools, Fitness & Instruction, Skating Rinks"
92357,CrossFit ATP,"1110 Morningside Dr, Ste A",Charlotte,NC,28501,5.0,4,1,"Boot Camps, Interval Training Gyms, Trainers, Gyms, Active Life, Fitness & Instruction, Martial Arts"
92367,GoodLife Fitness,314 Harwood Ave S,Ajax,ON,L1S 2J1,3.0,7,1,"Gyms, Trainers, Active Life, Fitness & Instruction, Sports Clubs"
92369,Fitwall,"18221 N Pima Rd, Ste 130",Scottsdale,AZ,85255,5.0,35,1,"Gyms, Fitness & Instruction, Active Life, Trainers"
92425,Yoga and Beyond,"1414 kensington Road NW, Unit 200",Calgary,AB,T2N 3P9,2.5,9,1,"Yoga, Fitness & Instruction, Active Life"
92451,Equinox Yorkville,55 Avenue Rd,Toronto,ON,M5R 3L2,2.5,23,1,"Gyms, Active Life, Sports Clubs, Fitness & Instruction, Beauty & Spas, Day Spas"
92579,Las Sendas Spa and Fitness Center,7900 E Eagle Crest Dr,Mesa,AZ,85207,3.5,7,1,"Fitness & Instruction, Active Life, Pilates, Yoga, Gyms, Barre Classes"
92635,Breathe Hot Yoga McKenzie Towne,"142 McKenzie Towne Link SE, Suite 210",Calgary,AB,T2Z 1H1,2.5,15,1,"Beauty & Spas, Massage, Fitness & Instruction, Acupuncture, Active Life, Yoga, Health & Medical"
92637,Stockyards Boxing & Fitness Centre,215 Ryding Avenue,Toronto,ON,M6N 1H6,4.0,9,1,"Gyms, Trainers, Fitness & Instruction, Active Life, Amateur Sports Teams"
92910,Wilmerding YMCA,1 Memorial Field,Wilmerding,PA,15148,4.5,3,1,"Specialty Schools, Education, Fitness & Instruction, Active Life, Swimming Lessons/Schools, Gyms, Local Services, Child Care & Day Care"
93264,Dance Connection 2,"2250 E Germann Rd, Ste 18",Chandler,AZ,85286,2.5,9,1,"Education, Specialty Schools, Dance Schools, Dance Studios, Fitness & Instruction, Active Life, Performing Arts, Arts & Entertainment"
93292,Core Health & Fitness,"2248 Deming Way, Ste 100",Middleton,WI,53562,5.0,3,1,"Trainers, Active Life, Fitness & Instruction, Gyms, Golf"
93297,Legacy Academy,"2881 Commerce Park Dr, Ste G",Fitchburg,WI,53719,3.5,23,1,"Martial Arts, Fitness & Instruction, Child Care & Day Care, Local Services, Gyms, Event Planning & Services, Kids Activities, Venues & Event Spaces, Active Life"
93338,Ahwatukee CrossFit,"4530 E Ray Rd, Ste 110",Phoenix,AZ,85044,4.0,7,1,"Trainers, Gyms, Active Life, Fitness & Instruction, Interval Training Gyms"
93350,Ultimate Gym,"2838 Queen City Dr, Ste H",Charlotte,NC,28208,5.0,3,1,"Muay Thai, Trainers, Martial Arts, Fitness & Instruction, Active Life, Boxing, Tai Chi, Gyms"
93371,REACT Defense Systems - Tactical Black™ Krav Maga of Chandler,"2541 N Arizona Ave, Ste 3",Chandler,AZ,85225,5.0,10,1,"Active Life, Fitness & Instruction, Martial Arts, Self-defense Classes, Gyms"
93382,Cleveland Skating Club,2500 Kemper Rd,Cleveland,OH,44120,5.0,4,1,"Arts & Entertainment, Tennis, Squash, Active Life, Fitness & Instruction, Skating Rinks, Sports Clubs, Social Clubs, Recreation Centers"
93474,The Himalayan Cave,9130 Tyler Blvd,Mentor,OH,44060,5.0,3,1,"Health & Medical, Yoga, Halotherapy, Massage Therapy, Beauty & Spas, Fitness & Instruction, Reiki, Active Life, Medical Spas"
93539,Champions Sports Performance,18831 Statesville Rd,Cornelius,NC,28031,5.0,7,1,"Recreation Centers, Kids Activities, Fitness & Instruction, Boot Camps, Trainers, Active Life"
93553,GoodLife Fitness,90 Interchange Way,Vaughan,ON,L4K 5Z8,4.0,10,1,"Sports Clubs, Trainers, Gyms, Fitness & Instruction, Active Life"
93613,Crossfit Solid Ground,93 Green Lane,Markham,ON,L3T 6K6,5.0,4,1,"Fitness & Instruction, Trainers, Active Life, Gyms"
93695,Redwood Swim Club,8560 Ravenna Rd,Twinsburg,OH,44087,3.0,3,1,"Specialty Schools, Tennis, Active Life, Swimming Lessons/Schools, Fitness & Instruction, Education, Swimming Pools"
93721,Ultimate Martial Arts,"7025 Tomken Road, Unit 22-23",Brampton,ON,L5S 1R6,2.5,3,1,"Fitness & Instruction, Gyms, Active Life, Martial Arts, Trainers"
93799,Anytime Fitness,7679 E Pinnacle Peak Rd,Scottsdale,AZ,85255,4.5,6,1,"Fitness & Instruction, Active Life, Gyms, Trainers"
93903,Gracie Barra Henderson,"55 S Gibson Rd, Ste 117",Henderson,NV,89012,5.0,13,1,"Active Life, Fitness & Instruction, Martial Arts, Brazilian Jiu-jitsu, Self-defense Classes, Education, Specialty Schools"
93906,CrossFit Markham,"9833 Highway 48 Markham Road N, Unit 10",Markham,ON,L3P 3J3,5.0,3,1,"Fitness & Instruction, Trainers, Gyms, Active Life"
93909,Pilates4Physio,"134 Adelaide Street E, Suite 201",Toronto,ON,M5C 1K9,4.5,3,1,"Doctors, Pain Management, Fitness & Instruction, Active Life, Health & Medical, Neurologist, Physical Therapy, Pilates"
93948,GoodLife Fitness,13226 MacLeod Trail SE,Calgary,AB,T2J 7E5,4.0,8,1,"Trainers, Fitness & Instruction, Active Life, Sports Clubs, Gyms"
93974,Planet Fitness,8443 Day Dr,Parma,OH,44129,3.0,27,1,"Trainers, Gyms, Active Life, Fitness & Instruction"
94019,INPAX Academy & Range,"900 Providence Blvd, Ste 100",Pittsburgh,PA,15237,5.0,15,1,"Educational Services, Education, Sports Clubs, Specialty Schools, Active Life, Firearm Training, Gun/Rifle Ranges, Shopping, Martial Arts, Guns & Ammo, Fitness & Instruction"
94178,Planet Fitness,12604 Rockside Rd,Garfield Heights,OH,44125,3.0,12,1,"Trainers, Gyms, Fitness & Instruction, Active Life"
94188,Studio KDK,"9730 W Tropicana Ave, Ste 125",Las Vegas,NV,89147,5.0,3,1,"Education, Arts & Entertainment, Performing Arts, Dance Studios, Dance Schools, Fitness & Instruction, Active Life, Specialty Schools"
94238,Blast Athletic,"501 Dupont Street, 2nd floor",Toronto,ON,M6G 1Y6,5.0,5,1,"Beauty & Spas, Active Life, Fitness & Instruction, Trainers, Gyms, Nutritionists, Health & Medical"
94239,GrooveRyde -- Shaker Heights,"3393 Tuttle Rd, Ste 105",Shaker Heights,OH,44122,5.0,5,1,"Yoga, Active Life, Boot Camps, Cycling Classes, Fitness & Instruction"
94245,ESenEM Yoga Scottsdale,"8220 N Hayden Blvd, Ste C-111",Scottsdale,AZ,85258,5.0,16,1,"Fitness & Instruction, Yoga, Active Life"
94258,HOT Yoga & Pilates,1170 Burnhamthorpe Rd W #28,Mississauga,ON,L5C 4E6,4.0,8,1,"Pilates, Active Life, Yoga, Fitness & Instruction"
94340,Anytime Fitness,5470 Campbells Run Rd,Pittsburgh,PA,15205,1.5,7,1,"Trainers, Active Life, Gyms, Fitness & Instruction"
94474,Orangetheory Fitness Spring Valley,5990 S Rainbow Blvd,Spring Valley,NV,89118,4.0,36,1,"Fitness & Instruction, Active Life, Gyms, Interval Training Gyms, Boot Camps, Trainers"
94480,Reverse Aging Wellness Clinic,"2065 Dundas Street E, Unit 101",Mississauga,ON,L4X 2W1,3.5,3,1,"Weight Loss Centers, Health Coach, Fitness & Instruction, Active Life, Naturopathic/Holistic, Medical Centers, Medical Spas, Doctors, Health & Medical, Nutritionists, Yoga, Hydrotherapy, Aestheticians, Massage, Beauty & Spas"
94504,Mago Mindfulness Center,"1840 W Chandler Blvd, Ste D-7",Chandler,AZ,85224,5.0,7,1,"Meditation Centers, Yoga, Active Life, Fitness & Instruction, Tai Chi"
94590,Burn Boot Camp,411 Prairie Heights Dr,Verona,WI,53593,5.0,6,1,"Fitness & Instruction, Boot Camps, Trainers, Active Life"
94717,Muscletopia USA,"3302 North 24th St, Ste 101",Phoenix,AZ,85016,5.0,3,1,"Fitness & Instruction, Gyms, Active Life, Trainers"
94765,Fight Fit Bootcamps - Markham Kickboxing,50 Torbay Road,Markham,ON,L3R 1G6,4.5,11,1,"Active Life, Kickboxing, Health & Medical, Weight Loss Centers, Fitness & Instruction, Martial Arts"
94767,Charlotte RIPS,3626 Latrobe Dr,Charlotte,NC,28211,5.0,6,1,"Trainers, Active Life, Fitness & Instruction, Gyms"
94806,Tempe Fit Body Boot Camp,"7425 S Harl Ave, Ste 4",Tempe,AZ,85283,4.5,21,1,"Active Life, Fitness & Instruction, Trainers, Gyms, Interval Training Gyms, Boot Camps"
94808,Anytime Fitness,419 W Aurora Rd,Sagamore Hills,OH,44067,4.0,8,1,"Gyms, Active Life, Trainers, Fitness & Instruction"
94830,MadSweat,"14362 North Frank Lloyd Wright Blvd, Ste B102",Scottsdale,AZ,85260,4.0,4,1,"Trainers, Fitness & Instruction, Health & Medical, Active Life, Weight Loss Centers"
94879,F45 Training East Phoenix,"3844 N 32nd St, Ste 101",Phoenix,AZ,85018,5.0,10,1,"Gyms, Fitness & Instruction, Interval Training Gyms, Active Life, Trainers, Boot Camps, Cardio Classes, Circuit Training Gyms"
94918,Cactus Jack's Bar & Grill,"4747 East Elliot Rd, Ste 2",Phoenix,AZ,85044,3.5,76,1,"Arts & Entertainment, Nightlife, Music Venues, Restaurants, Fitness & Instruction, Karaoke, Bars, Dance Studios, Active Life, Dive Bars, American (Traditional)"
94942,9 Dragons Fight Shop,"3375 S Decatur Blvd, Ste 7",Las Vegas,NV,89102,5.0,8,1,"Fitness/Exercise Equipment, Fashion, Men's Clothing, Sports Wear, Active Life, Shopping, Sporting Goods, Martial Arts, Kickboxing, Boxing, Fitness & Instruction"
94971,The Stretch Ninja,"7054 E Cochise Rd, Ste B100",Scottsdale,AZ,85253,5.0,6,1,"Massage Therapy, Medical Spas, Yoga, Beauty & Spas, Fitness & Instruction, Active Life, Health & Medical"
95023,Horses4Heroes Family Equestrian Center,4975 N Miller Ln,Las Vegas,NV,89149,4.0,12,1,"Summer Camps, Fitness & Instruction, Horseback Riding, Active Life, Parks, Day Camps, Local Services, Community Service/Non-Profit"
95051,Gym St-Henri,4330 Rue Saint-Jacques,Montréal,QC,H4C 1J6,2.0,3,1,"Gyms, Active Life, Yoga, Fitness & Instruction, Trainers"
95070,LA Fitness,244 E Greenway Pkwy,Phoenix,AZ,85022,2.5,142,1,"Gyms, Fitness & Instruction, Active Life, Yoga, Trainers, Sports Clubs"
95113,GoodLife Fitness,3045 Mavis Rd,Mississauga,ON,L5C 1T7,2.5,3,1,"Active Life, Fitness & Instruction, Sports Clubs, Gyms, Trainers"
95134,The Champaign Fitness Center,1914 Round Barn Rd,Champaign,IL,61821,3.0,5,1,"Yoga, Gyms, Fitness & Instruction, Active Life, Trainers"
95181,Spooner Physical Therapy - Scottsdale,"9097 EDesert Cove Ave, Ste 110",Scottsdale,AZ,85260,4.0,27,1,"Sports Medicine, Doctors, Fitness & Instruction, Occupational Therapy, Active Life, Health & Medical, Physical Therapy"
95255,Sidney Wilson Personal Training,"5693 S Jones Blvd, Ste 103",Las Vegas,NV,89118,4.5,51,1,"Trainers, Weight Loss Centers, Health & Medical, Fitness & Instruction, Active Life, Gyms, Circuit Training Gyms"
95283,TITLE Boxing Club,7601 Mentor Ave,Mentor,OH,44060,5.0,3,1,"Boot Camps, Active Life, Boxing, Fitness & Instruction, Trainers, Gyms"
95368,One Health Clubs - Oakville,"Upper Oakville Shopping Centre, 1011 Upper Middle Road E",Oakville,ON,L6H 5Z9,2.0,7,1,"Active Life, Gyms, Trainers, Fitness & Instruction"
95384,Garrison Fitness,,Glendale,AZ,85306,5.0,3,1,"Trainers, Active Life, Fitness & Instruction, Nutritionists, Gyms, Health & Medical"
95401,Striation 6,33 Davisville Avenue,Toronto,ON,M4S 2Y9,3.5,14,1,"Fitness & Instruction, Gyms, Active Life, Trainers"
95412,SinCity Crossfit South,2550 Anthem Village Pkwy,Henderson,NV,89052,5.0,28,1,"Active Life, Interval Training Gyms, Gyms, Weight Loss Centers, Boot Camps, Health & Medical, Fitness & Instruction"
95537,California Cycle Path Indoor Cycling Studio,3635 California Ave,Pittsburgh,PA,15212,5.0,20,1,"Cycling Classes, Boot Camps, Fitness & Instruction, Active Life, Spin Classes, Boxing, Interval Training Gyms, Gyms, Yoga"
95586,Chandler MMA,"5955 W Ray Rd, Ste 16",Chandler,AZ,85226,5.0,4,1,"Fitness & Instruction, Martial Arts, Active Life"
95630,Northern Karate School,756 St Clair Avenue W,Toronto,ON,M6C 1B5,4.0,8,1,"Karate, Trainers, Shopping, Sporting Goods, Specialty Schools, Active Life, Education, Martial Arts, Fitness & Instruction"
95641,Lifetime fitness,8514 University City Blvd,Charlotte,NC,28213,4.5,5,1,"Gyms, Fitness & Instruction, Active Life"
95699,Urban Essentials Massage & Wellness,1208 The Plaza,Charlotte,NC,28205,5.0,3,1,"Fitness & Instruction, Active Life, Trainers, Health & Medical, Massage Therapy, Beauty & Spas, Massage"
95757,GoodLife Fitness,"1448 Lawrence Avenue E, Unit 17",North York,ON,M4A 2V6,4.0,14,1,"Yoga, Trainers, Active Life, Fitness & Instruction, Gyms, Sports Clubs"
95789,Charlotte Swim Academy,"9315 Monroe Rd, Ste A",Charlotte,NC,28270,5.0,6,1,"Fitness & Instruction, Education, Swimming Lessons/Schools, Specialty Schools, Active Life"
95855,JB Dance Studio,"3680 S Maryland Pkwy, Ste 140",Las Vegas,NV,89169,4.5,7,1,"Fitness & Instruction, Dance Studios, Active Life"
95941,Impact Fitness,"80 Hale Road, Unit 5",Brampton,ON,L6W 3M1,5.0,6,1,"Trainers, Gyms, Active Life, Fitness & Instruction, Professional Services"
95945,Studio KO,788 King Street W,Toronto,ON,M5V 1N6,3.5,7,1,"Boxing, Fitness & Instruction, Active Life"
96057,Anytime Fitness,1011 N Gammon Rd,Middleton,WI,53562,4.0,11,1,"Fitness & Instruction, Trainers, Active Life, Gyms"
96076,Goldfish Swim School - Cleveland East Side,"4670 Richmond Rd, Ste 100",Warrensville Heights,OH,44128,4.5,7,1,"Swimming Pools, Swimming Lessons/Schools, Active Life, Education, Fitness & Instruction, Specialty Schools"
96126,Yoga Sangha,"700 Rue Saint-Antoine E, Suite 110",Montréal,QC,H2Y 1A6,4.5,7,1,"Yoga, Active Life, Fitness & Instruction"
96217,PoleJunkies,2629 - 17 Avenue SW,Calgary,AB,T3C 1K7,4.0,8,1,"Dance Studios, Party & Event Planning, Fitness & Instruction, Event Planning & Services, Active Life, Sports Clubs"
96299,Arrowhead Fit Body Boot Camp,18425 N 51st Ave,Glendale,AZ,85308,5.0,18,1,"Boot Camps, Gyms, Trainers, Fitness & Instruction, Health & Medical, Nutritionists, Active Life, Weight Loss Centers"
96300,The Pilates Center of Pittsburgh,"1665 Washington Rd, Ste 6",Pittsburgh,PA,15228,5.0,6,1,"Fitness & Instruction, Active Life, Pilates, Health & Medical, Trainers, Physical Therapy, Weight Loss Centers"
96317,Back Alley CrossFit,7816 N 12th St,Phoenix,AZ,85020,4.5,14,1,"Trainers, Gyms, Interval Training Gyms, Fitness & Instruction, Active Life"
96422,Anytime Fitness,30 Weston Rd,Toronto,ON,M6N 5H3,2.0,6,1,"Active Life, Trainers, Gyms, Fitness & Instruction"
96467,Anytime Fitness,6000 Monona Dr,Monona,WI,53716,4.0,6,1,"Gyms, Trainers, Active Life, Fitness & Instruction"
96478,Pure Fitness,1 York Street,Toronto,ON,M5J 0C6,4.0,4,1,"Gyms, Active Life, Fitness & Instruction"
96507,Anytime Fitness,15610 N 7th St,Phoenix,AZ,85022,5.0,15,1,"Gyms, Active Life, Trainers, Fitness & Instruction"
96531,Fitness Beast,"1631 E Sunset Rd, Ste C105",Las Vegas,NV,89119,1.0,4,1,"Trainers, Gyms, Nutritionists, Health & Medical, Active Life, Fitness & Instruction"
96565,Hub Climbing-Markham,165 McIntosh Drive,Markham,ON,L3R 0N6,4.5,60,1,"Climbing, Active Life, Gyms, Yoga, Fitness & Instruction"
96578,Anytime Fitness,3318 Warren Rd,Cleveland,OH,44111,4.0,6,1,"Active Life, Gyms, Fitness & Instruction, Trainers"
96582,Sculpt and Sweat,"9720 W Tropicana Ave, Ste 120",Las Vegas,NV,89147,5.0,11,1,"Active Life, Fitness & Instruction, Pilates"
96708,Massage Therapy By Gloria,525 Hotel Plz,Boulder City,NV,89005,5.0,5,1,"Beauty & Spas, Health & Medical, Massage Therapy, Massage, Trainers, Fitness & Instruction, Performing Arts, Active Life, Arts & Entertainment"
96748,LA Fitness,3625 S Gilbert Rd,Gilbert,AZ,85297,3.0,72,1,"Fitness & Instruction, Trainers, Gyms, Active Life, Yoga, Sports Clubs"
96780,The Dance Loft,"2450 E Germann Rd, Ste 1",Chandler,AZ,85286,3.0,24,1,"Active Life, Fitness & Instruction, Dance Studios"
96804,Planet Fitness,1025 Washington Pike,Bridgeville,PA,15017,4.0,15,1,"Gyms, Fitness & Instruction, Active Life"
96820,Sandoval Freestyle Karate Chandler,1960 W German Rd,Chandler,AZ,85286,3.5,29,1,"Karate, Martial Arts, Active Life, Fitness & Instruction"
96872,Breathe Yoga Studio,"2968 Dundas Street W, 3rd Floor",Toronto,ON,M6P 1Y8,4.0,23,1,"Fitness & Instruction, Active Life, Yoga, Health & Medical, Specialty Schools, Doctors, Physical Therapy, Osteopathic Physicians, Education, Massage Therapy"
97015,Womens Fitness Clubs of Canada,"10341 Yonge Street, Unit 3",Richmond Hill,ON,L4C 3C1,2.5,4,1,"Trainers, Active Life, Fitness & Instruction, Gyms"
97056,True Strength Fitness,"7339 E Acoma, Ste 5",Scottsdale,AZ,85260,4.0,8,1,"Fitness & Instruction, Boot Camps, Active Life"
97067,Advanced Massage & Bodywork,11108 S Tryon St,Charlotte,NC,28273,5.0,5,1,"Doctors, Physical Therapy, Active Life, Naturopathic/Holistic, Trainers, Massage, Health & Medical, Fitness & Instruction, Beauty & Spas, Massage Therapy"
97088,Scholl's Bicycle Center,649 Center Ave,West View,PA,15229,5.0,6,1,"Fashion, Bike Rentals, Sports Wear, Sporting Goods, Fitness & Instruction, Bike Repair/Maintenance, Skate Parks, Active Life, Parks, Shopping, Outdoor Gear, Bikes, Local Services"
97097,Balanced Strength,,Chandler,AZ,85224,5.0,7,1,"Fitness/Exercise Equipment, Shopping, Active Life, Health Coach, Health & Medical, Pilates, Fitness & Instruction, Trainers"
97158,Jeannies Fit For Life,9615 W Flamingo Rd,Las Vegas,NV,89146,5.0,3,1,"Fitness & Instruction, Trainers, Active Life, Health & Medical, Nutritionists"
97162,B-Fit Boxing,"15 Connie Crescent, Unit 7",Concord,ON,L4K 1L3,3.5,3,1,"Trainers, Health & Medical, Active Life, Fitness & Instruction, Boxing, Gyms"
97215,Pulse Fitness,19120 N Pima Rd,Scottsdale,AZ,85255,4.5,26,1,"Gyms, Boot Camps, Active Life, Trainers, Fitness & Instruction"
97249,Fierce Aerial Fitness,,Litchfield Park,AZ,85340,5.0,4,1,"Dance Studios, Pole Dancing Classes, Trainers, Active Life, Education, Specialty Schools, Fitness & Instruction, Aerial Fitness"
97261,Fitness By Design,"7339 E Acoma Dr, Ste 6",Scottsdale,AZ,85260,5.0,3,1,"Fitness & Instruction, Trainers, Gyms, Active Life"
97366,EōS Fitness,"1 E Washington St, Ste 250",Phoenix,AZ,85004,3.5,228,1,"Fitness & Instruction, Active Life, Gyms, Pilates, Trainers, Cardio Classes"
97430,CycleBar,339 S Kings Dr,Charlotte,NC,28204,4.5,30,1,"Active Life, Cycling Classes"
97441,Anytime Fitness,718 8th Ave SW,Calgary,AB,T2P 1G7,2.5,3,1,"Gyms, Trainers, Active Life, Fitness & Instruction"
97472,Life Time Athletic Green Valley,121 Carnegie St,Henderson,NV,89052,3.5,250,1,"Weight Loss Centers, Nail Technicians, Active Life, Health & Medical, Fitness & Instruction, Yoga, Beauty & Spas, Gyms, Nail Salons, Indoor Playcentre"
97492,EōS Fitness,1728 S Greenfield,Mesa,AZ,85206,3.0,45,1,"Active Life, Trainers, Fitness & Instruction, Cardio Classes, Gyms"
97496,LA Fitness,8700 Duncan Ave,Pittsburgh,PA,15237,2.5,36,1,"Trainers, Active Life, Yoga, Gyms, Fitness & Instruction, Sports Clubs"
97632,The Strip Crossfit,"4325 Dean Martin Dr, Unit 315",Las Vegas,NV,89103,5.0,35,1,"Active Life, Fitness & Instruction, Interval Training Gyms, Gyms, Boot Camps"
97669,Fitness Plus,10401 Braeside Drive SW,Calgary,AB,T2W 1B5,4.0,8,1,"Active Life, Fitness & Instruction, Gyms, Trainers"
97746,Habeeba's Dance Studio,125 Danforth Ave,Toronto,ON,M4K 1N2,5.0,3,1,"Fitness & Instruction, Active Life, Dance Studios, Shopping, Arts & Entertainment, Sporting Goods, Performing Arts"
97982,Anytime Fitness,"111 E Dunlap Ave, Ste 9",Phoenix,AZ,85020,5.0,5,1,"Active Life, Gyms, Trainers, Fitness & Instruction"
98084,Stetson Swim Club,24442 N 41st Ave,Glendale,AZ,85310,5.0,4,1,"Fitness & Instruction, Specialty Schools, Active Life, Swimming Lessons/Schools, Education"
98154,Chris Engle Brazilian Jiu jitsu,2871 N Green Valley Pkwy,Henderson,NV,89014,5.0,17,1,"Active Life, Martial Arts, Fitness & Instruction"
98169,Activities and Recreation Center - ARC,201 E Peabody Dr,Champaign,IL,61820,4.0,20,1,"Badminton, Sports Clubs, Gyms, Fitness & Instruction, Swimming Pools, Active Life, Recreation Centers"
98279,Solution Mindfulness,7527 East 1st St,Scottsdale,AZ,85251,4.5,8,1,"Meditation Centers, Active Life, Fitness & Instruction, Health & Medical, Counseling & Mental Health"
98349,HNJ Healing Clinic,"7650 E Redfield Rd, Ste C3",Scottsdale,AZ,85260,4.5,9,1,"Traditional Chinese Medicine, Fitness & Instruction, Tai Chi, Acupuncture, Health & Medical, Beauty & Spas, Active Life, Chiropractors, Trainers, Yoga, Massage, Qi Gong, Naturopathic/Holistic, Doctors, Weight Loss Centers"
98361,Desert Lights Gymnastics,6175 W Detroit St,Chandler,AZ,85226,5.0,8,1,"Gymnastics, Fitness & Instruction, Active Life, Gyms"
98453,GoodLife Fitness,3300 Bloor Street West,Etobicoke,ON,M8X 2X2,2.0,22,1,"Fitness & Instruction, Gyms, Sports Clubs, Active Life, Trainers"
98457,JSK TaeKwonDo,3043 N 24th St,Phoenix,AZ,85016,5.0,5,1,"Taekwondo, Summer Camps, Active Life, Trainers, Fitness & Instruction, Martial Arts"
98460,GoodLife Fitness,11420 Sarcee Trail NW,Calgary,AB,T3R 0A1,3.0,27,1,"Gyms, Active Life, Sports Clubs, Trainers, Fitness & Instruction"
98496,Aqua-Tots Swim Schools Gilbert,2335 S Lindsay Rd,Gilbert,AZ,85295,4.5,9,1,"Swimming Lessons/Schools, Education, Specialty Schools, Fitness & Instruction, Active Life"
98520,Goldfish Swim School - Peters Township,690 Crosswinds Dr,McMurray,PA,15317,4.0,11,1,"Active Life, Event Planning & Services, Specialty Schools, Swimming Lessons/Schools, Education, Swimming Pools, Fitness & Instruction"
98587,Orangetheory Fitness Mentor,"7519 Mentor Ave, Ste A14",Mentor,OH,44060,4.0,7,1,"Active Life, Trainers, Fitness & Instruction, Boot Camps, Gyms"
98617,iGuard Lifeguard Training,2625 W Horizon Ridge Pkwy,Henderson,NV,89052,5.0,3,1,"Specialty Schools, CPR Classes, Education, First Aid Classes, Swimming Pools, Fitness & Instruction, Educational Services, Trainers, Active Life, Professional Services, Life Coach"
98632,Gracie Humaita West Craig,"4600 W Craig Rd, Ste 601",North Las Vegas,NV,89032,5.0,11,1,"Active Life, Martial Arts, Fitness & Instruction"
98659,Medshape Weight Loss Clinic - Mesa AZ,"1845 S Dobson Rd, Ste 117",Mesa,AZ,85202,3.0,19,1,"Shopping, Health & Medical, Weight Loss Centers, Vitamins & Supplements, Active Life, Fitness & Instruction, Gyms"
98663,Pittsburgh Athletic Association,4215 5th Ave,Pittsburgh,PA,15213,4.0,3,1,"Gyms, Active Life, Fitness & Instruction, Sports Clubs"
98713,Bloor Street Fitness,2295 Dundas Street W,Toronto,ON,M6R 1X6,3.0,13,1,"Gyms, Active Life, Fitness & Instruction"
98804,Karate For Kids,"3585 S Durango Dr, Ste 102",Las Vegas,NV,89147,3.0,9,1,"Karate, Active Life, Martial Arts, Fitness & Instruction"
98808,North Movement Studio,"1675 Bayview Avenue, 2nd Floor Front",Toronto,ON,M4G 3C1,4.5,4,1,"Beauty & Spas, Fitness & Instruction, Massage, Health & Medical, Pilates, Chiropractors, Active Life"
98825,Fitness Revolution - Broadview Heights,3301 Royalton Rd,Broadview Heights,OH,44147,5.0,3,1,"Boot Camps, Gyms, Active Life, Trainers, Fitness & Instruction"
98868,Oasis Wellness Centre & Spa,880 16 Avenue SW,Calgary,AB,T2R 1J9,3.0,42,1,"Fitness & Instruction, Day Spas, Beauty & Spas, Massage, Specialty Schools, Active Life, Yoga, Education, Gyms"
98907,Stout PGH - Team Renzo Gracie,2626 Railroad St,Pittsburgh,PA,15222,5.0,37,1,"Martial Arts, Fitness & Instruction, Gyms, Trainers, Active Life, Boxing"
98922,Planet Fitness,1531 W Sunset Rd,Henderson,NV,89014,3.5,89,1,"Trainers, Gyms, Fitness & Instruction, Active Life"
98930,Sin City Bootcamp,2601 E Sunset Rd,Las Vegas,NV,89120,4.5,5,1,"Gyms, Active Life, Fitness & Instruction, Boot Camps"
98947,A Mindful Light Yoga,8620 Horse Dr,Las Vegas,NV,89143,5.0,4,1,"Active Life, Fitness & Instruction, Yoga"
99009,Phoenix Cheer Elite,18401 N 25th Ave,Phoenix,AZ,85027,4.0,8,1,"Amateur Sports Teams, Gymnastics, Dance Studios, Fitness & Instruction, Active Life"
99033,Stratford Richardson YMCA,1946 W Blvd,Charlotte,NC,28208,3.5,10,1,"Community Service/Non-Profit, Active Life, Recreation Centers, Health & Medical, Local Services, Gyms, Weight Loss Centers, Fitness & Instruction, Child Care & Day Care"
99175,Hot Dog Yoga,4500 Clairton Blvd,Whitehall,PA,15236,5.0,3,1,"Yoga, Active Life, Fitness & Instruction"
99191,LA Fitness,12325 Copper Way,Charlotte,NC,28277,3.0,66,1,"Fitness & Instruction, Yoga, Gyms, Trainers, Active Life, Sports Clubs"
99204,Fit Body Bootcamp,"10080 W Tropicana Ave, Ste 167",Las Vegas,NV,89147,5.0,5,1,"Gyms, Boot Camps, Trainers, Fitness & Instruction, Active Life"
99234,École de danse swing Cat's Corner,"3451 St Laurent Boulevard, 3rd Floor",Montréal,QC,H2X 2T6,4.5,3,1,"Fitness & Instruction, Active Life, Dance Studios"
99259,Charlotte Martial Arts Academy,"3420 Saint Vardell Ln, Ste E",Charlotte,NC,28217,5.0,6,1,"Fitness & Instruction, Martial Arts, Active Life"
99271,GoodLife Fitness,"9350 Yonge St, Hillcrest Mall",Richmond Hill,ON,L4C 4G2,2.5,16,1,"Active Life, Trainers, Gyms, Fitness & Instruction, Sports Clubs"
